 


  
  

NCAA Men's Soccer
Division ICorner Kicks Per Game
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","Corners","Per Game"
"39","San Francisco","17","10-6-1","240","14.12"
"","Boston College","17","7-9-1","240","14.12"
"41","Milwaukee","19","4-7-8","267","14.05"
"42","La Salle","17","4-5-8","238","14.00"
"","Wake Forest","17","7-4-6","238","14.00"
"","Houston Christian","19","11-5-3","266","14.00"
"45","St. John's (NY)","19","9-6-4","265","13.95"
"46","North Carolina","20","9-5-6","278","13.90"
"47","Iona","18","9-4-5","250","13.89"
"48","Northwestern","17","8-6-3","236","13.88"
"49","George Mason","16","7-6-3","222","13.88"
"50","UNC Greensboro","23","12-5-6","319","13.87"
"51","Campbell","20","10-6-4","277","13.85"
"52","UNCW","16","5-9-2","221","13.81"
"53","Michigan","20","12-4-4","274","13.70"
"","Hofstra","20","14-5-1","274","13.70"
"55","Penn St.","17","5-8-4","232","13.65"
"56","Creighton","16","8-4-4","218","13.63"
"57","UCF","21","11-7-3","286","13.62"
"58","Stonehill","18","5-10-3","244","13.56"
"59","Marshall","21","12-4-5","284","13.52"
"60","Furman","23","16-2-5","311","13.52"
"61","California","18","8-8-2","243","13.50"
"62","Vermont","20","14-1-5","269","13.45"
"63","Massachusetts","17","6-5-6","228","13.41"
"64","SMU","20","11-5-4","268","13.40"
"65","Sacred Heart","18","9-4-5","241","13.39"
"66","North Florida","19","12-5-2","253","13.32"
"67","Portland","20","14-2-4","266","13.30"
"68","Akron","21","13-5-3","278","13.24"
"69","Fairfield","18","8-5-5","236","13.11"
"70","St. Bonaventure","15","3-9-3","195","13.00"
"","Syracuse","20","9-8-3","260","13.00"
"72","Stony Brook","19","9-5-5","246","12.95"
"73","Old Dominion","18","5-5-8","233","12.94"
"74","Providence","16","6-7-3","207","12.94"
"75","Bucknell","18","9-4-5","232","12.89"
"76","Rutgers","17","8-6-3","218","12.82"
"","Eastern Ill.","17","4-9-4","218","12.82"
"78","Quinnipiac","18","7-10-1","230","12.78"
"79","Western Mich.","22","8-10-4","281","12.77"
"80","NJIT","17","3-9-5","215","12.65"
"81","UConn","21","12-5-4","264","12.57"
"82","Bellarmine","17","8-4-5","213","12.53"
"83","USC Upstate","19","5-11-3","237","12.47"
"84","Louisville","17","5-7-5","212","12.47"
"85","Jacksonville","18","6-7-5","222","12.33"
"","San Diego St.","18","7-9-2","222","12.33"
"87","Fla. Atlantic","18","12-4-2","220","12.22"
"88","Columbia","15","3-8-4","183","12.20"
"89","FDU","21","13-5-3","255","12.14"
"90","Bradley","17","2-9-6","206","12.12"
"91","Bryant","22","17-2-3","266","12.09"
"92","Evansville","20","7-5-8","241","12.05"
"93","Michigan St.","16","5-8-3","192","12.00"
"","South Carolina","18","7-9-2","216","12.00"
"95","Kentucky","19","10-4-5","227","11.95"
"96","UC Riverside","17","4-9-4","203","11.94"
"97","Duquesne","16","8-6-2","191","11.94"
"98","UC Irvine","21","11-4-6","250","11.90"
"99","Villanova","18","7-6-5","214","11.89"
"100","Northern Ky.","17","4-10-3","202","11.88"
"","Harvard","17","6-6-5","202","11.88"
"102","Boston U.","18","10-8","212","11.78"
"","Green Bay","18","9-7-2","212","11.78"
"","Holy Cross","18","4-8-6","212","11.78"
"105","Rhode Island","17","4-8-5","200","11.76"
"106","LMU (CA)","18","5-6-7","211","11.72"
"","Oakland","18","3-9-6","211","11.72"
"","Georgia St.","18","4-8-6","211","11.72"
"","Ga. Southern","18","13-4-1","211","11.72"
"110","Longwood","16","3-8-5","187","11.69"
"","Saint Peter's","16","4-10-2","187","11.69"
"","Loyola Chicago","16","4-5-7","187","11.69"
"113","Butler","17","5-10-2","198","11.65"
"","South Fla.","17","9-3-5","198","11.65"
"115","Davidson","19","9-7-3","221","11.63"
"116","Kansas City","21","12-4-5","244","11.62"
"117","FIU","19","7-9-3","220","11.58"
"118","Notre Dame","20","9-7-4","231","11.55"
"119","UAlbany","17","5-6-6","196","11.53"
"120","CSUN","18","6-6-6","207","11.50"
"121","SIUE","19","6-11-2","218","11.47"
"122","Niagara","16","8-7-1","183","11.44"
"123","Robert Morris","17","6-4-7","194","11.41"
"124","Denver","22","12-7-3","251","11.41"
"125","Stetson","17","6-8-3","193","11.35"
"126","Xavier","15","5-6-4","170","11.33"
"","Santa Clara","18","6-5-7","204","11.33"
"128","Cal Poly","20","9-6-5","225","11.25"
"129","VCU","17","6-6-5","191","11.24"
"130","Saint Louis","24","13-3-8","269","11.21"
"131","UMass Lowell","18","7-7-4","201","11.17"
"132","Siena","19","9-5-5","212","11.16"
"133","Central Conn. St.","17","1-14-2","189","11.12"
"134","UMBC","17","6-6-5","187","11.00"
"","Drake","17","8-2-7","187","11.00"
"","St. Thomas (MN)","17","7-5-5","187","11.00"
"137","Navy","18","3-8-7","196","10.89"
"138","Monmouth","16","5-8-3","174","10.88"
"139","George Washington","17","2-11-4","183","10.76"
"140","Merrimack","16","4-9-3","172","10.75"
"","Saint Mary's (CA)","16","2-8-6","172","10.75"
"142","LIU","18","8-3-7","193","10.72"
"143","Tulsa","18","5-9-4","192","10.67"
"144","IU Indy","17","6-8-3","181","10.65"
"145","Wofford","19","6-11-2","202","10.63"
"146","Pittsburgh","18","6-7-5","191","10.61"
"147","CSU Bakersfield","17","3-11-3","180","10.59"
"148","Missouri St.","16","6-6-4","169","10.56"
"149","Detroit Mercy","18","5-10-3","190","10.56"
"150","Mercer","18","5-9-4","189","10.50"
"","Drexel","16","4-6-6","168","10.50"
"152","Seton Hall","19","7-4-8","199","10.47"
"","UCLA","19","8-6-5","199","10.47"
"154","Lipscomb","17","2-9-6","178","10.47"
"155","Saint Joseph's","18","6-7-5","188","10.44"
"","New Hampshire","18","5-8-5","188","10.44"
"157","Cleveland St.","19","9-4-6","198","10.42"
"158","Queens (NC)","17","5-6-6","177","10.41"
"","Col. of Charleston","17","6-8-3","177","10.41"
"160","Lehigh","20","9-5-6","208","10.40"
"161","Mount St. Mary's","17","3-9-5","176","10.35"
"162","UC San Diego","18","2-9-7","186","10.33"
"","Army West Point","18","7-6-5","186","10.33"
"164","Bowling Green","17","5-8-4","175","10.29"
"165","UIW","18","5-7-6","185","10.28"
"166","Memphis","15","4-8-3","153","10.20"
"167","Utah Tech","17","4-7-6","173","10.18"
"","Rider","17","2-11-4","173","10.18"
"169","Sacramento St.","18","2-12-4","183","10.17"
"170","UAB","15","6-7-2","152","10.13"
"171","Loyola Maryland","16","3-10-3","162","10.13"
"172","Northeastern","15","4-7-4","151","10.07"
"173","Wright St.","16","2-13-1","161","10.06"
"174","Presbyterian","20","7-8-5","199","9.95"
"175","Gonzaga","16","5-8-3","159","9.94"
"176","Colgate","17","5-7-5","168","9.88"
"177","Brown","15","6-7-2","148","9.87"
"178","Lafayette","22","8-7-7","216","9.82"
"179","Manhattan","16","4-8-4","157","9.81"
"","FGCU","16","6-7-3","157","9.81"
"181","Seattle U","17","4-7-6","166","9.76"
"182","Central Ark.","16","4-10-2","156","9.75"
"183","ETSU","15","2-9-4","146","9.73"
"184","Wisconsin","16","8-8","155","9.69"
"","William & Mary","16","2-10-4","155","9.69"
"186","Western Ill.","20","5-11-4","192","9.60"
"187","Air Force","17","1-13-3","163","9.59"
"188","Elon","19","9-3-7","180","9.47"
"189","Belmont","17","8-3-6","159","9.35"
"190","Pacific","18","4-14","167","9.28"
"191","Coastal Carolina","14","3-9-2","129","9.21"
"192","UNC Asheville","16","7-7-2","143","8.94"
"193","Omaha","16","3-9-4","141","8.81"
"194","Yale","15","3-9-3","132","8.80"
"195","American","18","8-8-2","157","8.72"
"196","Winthrop","16","1-12-3","139","8.69"
"197","Radford","17","2-11-4","146","8.59"
"198","Saint Francis","18","8-9-1","154","8.56"
"199","Oral Roberts","17","4-10-3","144","8.47"
"200","VMI","18","3-12-3","152","8.44"
"201","Canisius","16","5-10-1","132","8.25"
"202","UTRGV","10","1-7-2","81","8.10"
"203","Howard","18","5-11-2","141","7.83"
"204","Binghamton","17","4-13","133","7.82"
"205","James Madison","16","1-10-5","124","7.75"
"206","UNLV","16","4-6-6","122","7.63"
"207","Chicago St.","17","1-15-1","129","7.59"
"208","Dartmouth","14","3-8-3","101","7.21"
"209","Southern Ind.","17","2-10-5","121","7.12"
"210","Temple","16","1-13-2","113","7.06"
Reclassifying
"NR","Le Moyne","17","5-10-2","180","10.59"
"NR","New Haven","16","5-5-6","152","9.50"
"NR","Mercyhurst","17","3-10-4","160","9.41"

NCAA Men's Soccer
Division IFouls Per Game
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","Fouls","Per Game"
"1","Penn","17","8-5-4","120","7.06"
"2","Missouri St.","16","6-6-4","123","7.69"
"3","Indiana","19","12-6-1","147","7.74"
"4","Presbyterian","20","7-8-5","157","7.85"
"5","UIW","18","5-7-6","146","8.11"
"6","Air Force","17","1-13-3","142","8.35"
"7","American","18","8-8-2","152","8.44"
"8","Howard","18","5-11-2","154","8.56"
"9","Liberty","20","9-5-6","174","8.70"
"10","Bucknell","18","9-4-5","159","8.83"
"11","UCF","21","11-7-3","186","8.86"
"12","Cleveland St.","19","9-4-6","170","8.95"
"13","Western Ill.","20","5-11-4","179","8.95"
"14","Bryant","22","17-2-3","197","8.95"
"15","Monmouth","16","5-8-3","144","9.00"
"16","Tulsa","18","5-9-4","165","9.17"
"17","Bellarmine","17","8-4-5","157","9.24"
"18","Duquesne","16","8-6-2","148","9.25"
"19","UNC Greensboro","23","12-5-6","214","9.30"
"20","George Mason","16","7-6-3","149","9.31"
"21","Columbia","15","3-8-4","140","9.33"
"22","Lehigh","20","9-5-6","187","9.35"
"23","Niagara","16","8-7-1","151","9.44"
"24","Georgia St.","18","4-8-6","170","9.44"
"25","Northwestern","17","8-6-3","161","9.47"
"26","Oakland","18","3-9-6","172","9.56"
"27","Maryland","19","13-2-4","182","9.58"
"28","VCU","17","6-6-5","164","9.65"
"29","Temple","16","1-13-2","156","9.75"
"30","Delaware","17","12-2-3","166","9.76"
"","Colgate","17","5-7-5","166","9.76"
"32","Mount St. Mary's","17","3-9-5","167","9.82"
"33","Rutgers","17","8-6-3","168","9.88"
"34","Denver","22","12-7-3","218","9.91"
"35","Penn St.","17","5-8-4","171","10.06"
"36","South Carolina","18","7-9-2","182","10.11"
"","LIU","18","8-3-7","182","10.11"
"38","Oral Roberts","17","4-10-3","172","10.12"
"39","Notre Dame","20","9-7-4","204","10.20"
"40","UC Riverside","17","4-9-4","174","10.24"
"41","Siena","19","9-5-5","195","10.26"
"42","Belmont","17","8-3-6","175","10.29"
"","Oregon St.","17","10-5-2","175","10.29"
"44","William & Mary","16","2-10-4","165","10.31"
"45","UMBC","17","6-6-5","176","10.35"
"46","Dayton","18","8-2-8","187","10.39"
"47","West Virginia","21","13-5-3","219","10.43"
"48","Holy Cross","18","4-8-6","188","10.44"
"49","Central Conn. St.","17","1-14-2","178","10.47"
"","Lipscomb","17","2-9-6","178","10.47"
"51","Canisius","16","5-10-1","168","10.50"
"","Navy","18","3-8-7","189","10.50"
"","Villanova","18","7-6-5","189","10.50"
"54","NC State","23","16-3-4","243","10.57"
"55","FDU","21","13-5-3","222","10.57"
"56","Seton Hall","19","7-4-8","201","10.58"
"57","Radford","17","2-11-4","180","10.59"
"","Binghamton","17","4-13","180","10.59"
"59","Pittsburgh","18","6-7-5","191","10.61"
"60","Lindenwood","21","14-3-4","223","10.62"
"61","Winthrop","16","1-12-3","171","10.69"
"62","Boston U.","18","10-8","193","10.72"
"63","Wright St.","16","2-13-1","172","10.75"
"64","Saint Francis","18","8-9-1","194","10.78"
"65","UAB","15","6-7-2","162","10.80"
"66","UNLV","16","4-6-6","173","10.81"
"","Central Ark.","16","4-10-2","173","10.81"
"68","Southern Ind.","17","2-10-5","184","10.82"
"69","Gonzaga","16","5-8-3","174","10.88"
"70","Harvard","17","6-6-5","185","10.88"
"71","Sacred Heart","18","9-4-5","196","10.89"
"72","St. Bonaventure","15","3-9-3","164","10.93"
"73","UNC Asheville","16","7-7-2","175","10.94"
"","Manhattan","16","4-8-4","175","10.94"
"75","Saint Louis","24","13-3-8","263","10.96"
"76","Bradley","17","2-9-6","187","11.00"
"77","UC San Diego","18","2-9-7","199","11.06"
"","New Hampshire","18","5-8-5","199","11.06"
"79","South Fla.","17","9-3-5","188","11.06"
"80","Kentucky","19","10-4-5","211","11.11"
"81","Sacramento St.","18","2-12-4","200","11.11"
"82","Butler","17","5-10-2","189","11.12"
"83","Cornell","20","14-4-2","223","11.15"
"","San Jose St.","20","12-4-4","223","11.15"
"85","SIUE","19","6-11-2","212","11.16"
"86","Marist","16","8-4-4","179","11.19"
"87","Col. of Charleston","17","6-8-3","191","11.24"
"88","Wisconsin","16","8-8","180","11.25"
"89","Dartmouth","14","3-8-3","158","11.29"
"","UC Irvine","21","11-4-6","237","11.29"
"91","Seattle U","17","4-7-6","192","11.29"
"92","Michigan St.","16","5-8-3","181","11.31"
"93","Army West Point","18","7-6-5","204","11.33"
"94","High Point","20","14-2-4","227","11.35"
"","Michigan","20","12-4-4","227","11.35"
"96","UCLA","19","8-6-5","216","11.37"
"","Wofford","19","6-11-2","216","11.37"
"98","Chicago St.","17","1-15-1","194","11.41"
"99","Kansas City","21","12-4-5","240","11.43"
"100","Saint Peter's","16","4-10-2","183","11.44"
"101","Stonehill","18","5-10-3","206","11.44"
"102","Massachusetts","17","6-5-6","195","11.47"
"103","Providence","16","6-7-3","184","11.50"
"","UTRGV","10","1-7-2","115","11.50"
"105","Houston Christian","19","11-5-3","219","11.53"
"106","Cal Poly","20","9-6-5","231","11.55"
"107","Pacific","18","4-14","208","11.56"
"108","Ohio St.","16","6-10","185","11.56"
"109","Cal St. Fullerton","20","8-6-6","232","11.60"
"110","Jacksonville","18","6-7-5","209","11.61"
"111","San Diego","19","13-3-3","221","11.63"
"","Elon","19","9-3-7","221","11.63"
"113","UIC","18","10-3-5","210","11.67"
"","Iona","18","9-4-5","210","11.67"
"115","James Madison","16","1-10-5","188","11.75"
"","Virginia Tech","16","7-4-5","188","11.75"
"117","Louisville","17","5-7-5","200","11.76"
"118","Grand Canyon","23","14-4-5","271","11.78"
"119","ETSU","15","2-9-4","177","11.80"
"120","Ga. Southern","18","13-4-1","213","11.83"
"121","North Carolina","20","9-5-6","237","11.85"
"122","Brown","15","6-7-2","178","11.87"
"123","George Washington","17","2-11-4","202","11.88"
"","Drake","17","8-2-7","202","11.88"
"125","Yale","15","3-9-3","179","11.93"
"126","Fla. Atlantic","18","12-4-2","215","11.94"
"127","Portland","20","14-2-4","239","11.95"
"128","SMU","20","11-5-4","241","12.05"
"129","Georgetown","22","14-4-4","266","12.09"
"130","Virginia","19","12-2-5","230","12.11"
"131","Boston College","17","7-9-1","206","12.12"
"","La Salle","17","4-5-8","206","12.12"
"133","California","18","8-8-2","219","12.17"
"134","UNCW","16","5-9-2","195","12.19"
"135","Memphis","15","4-8-3","183","12.20"
"136","Purdue Fort Wayne","17","8-3-6","208","12.24"
"137","Western Mich.","22","8-10-4","270","12.27"
"138","St. Thomas (MN)","17","7-5-5","209","12.29"
"139","Davidson","19","9-7-3","234","12.32"
"140","Akron","21","13-5-3","259","12.33"
"","Quinnipiac","18","7-10-1","222","12.33"
"142","NJIT","17","3-9-5","210","12.35"
"143","Charlotte","16","8-4-4","198","12.38"
"","Omaha","16","3-9-4","198","12.38"
"","Marquette","16","7-7-2","198","12.38"
"146","UAlbany","17","5-6-6","211","12.41"
"","Wake Forest","17","7-4-6","211","12.41"
"","Rider","17","2-11-4","211","12.41"
"149","Lafayette","22","8-7-7","274","12.45"
"150","Queens (NC)","17","5-6-6","213","12.53"
"151","Xavier","15","5-6-4","188","12.53"
"152","Saint Mary's (CA)","16","2-8-6","201","12.56"
"153","Clemson","17","8-6-3","214","12.59"
"","Northern Ky.","17","4-10-3","214","12.59"
"155","Furman","23","16-2-5","290","12.61"
"156","VMI","18","3-12-3","227","12.61"
"157","Gardner-Webb","18","13-3-2","228","12.67"
"158","FGCU","16","6-7-3","203","12.69"
"159","Bowling Green","17","5-8-4","216","12.71"
"160","CSUN","18","6-6-6","229","12.72"
"161","Detroit Mercy","18","5-10-3","230","12.78"
"162","Stanford","20","14-4-2","256","12.80"
"163","Eastern Ill.","17","4-9-4","218","12.82"
"164","LMU (CA)","18","5-6-7","231","12.83"
"165","Stony Brook","19","9-5-5","244","12.84"
"166","Mercer","18","5-9-4","232","12.89"
"167","Washington","24","16-6-2","310","12.92"
"168","Utah Valley","15","8-4-3","194","12.93"
"169","Loyola Maryland","16","3-10-3","207","12.94"
"170","North Florida","19","12-5-2","246","12.95"
"171","Evansville","20","7-5-8","259","12.95"
"172","Santa Clara","18","6-5-7","234","13.00"
"","St. John's (NY)","19","9-6-4","247","13.00"
"","Marshall","21","12-4-5","273","13.00"
"175","UConn","21","12-5-4","274","13.05"
"176","Green Bay","18","9-7-2","235","13.06"
"177","UC Davis","19","4-9-6","249","13.11"
"178","Stetson","17","6-8-3","224","13.18"
"179","San Diego St.","18","7-9-2","238","13.22"
"180","Coastal Carolina","14","3-9-2","186","13.29"
"181","FIU","19","7-9-3","253","13.32"
"","USC Upstate","19","5-11-3","253","13.32"
"183","Northeastern","15","4-7-4","200","13.33"
"184","Duke","20","10-4-6","268","13.40"
"185","UMass Lowell","18","7-7-4","242","13.44"
"186","Fordham","18","8-6-4","243","13.50"
"","Merrimack","16","4-9-3","216","13.50"
"","Drexel","16","4-6-6","216","13.50"
"189","Longwood","16","3-8-5","217","13.56"
"190","Vermont","20","14-1-5","273","13.65"
"191","Campbell","20","10-6-4","274","13.70"
"192","Loyola Chicago","16","4-5-7","220","13.75"
"193","IU Indy","17","6-8-3","235","13.82"
"194","Saint Joseph's","18","6-7-5","249","13.83"
"195","Milwaukee","19","4-7-8","263","13.84"
"196","San Francisco","17","10-6-1","236","13.88"
"197","Fairfield","18","8-5-5","253","14.06"
"198","Rhode Island","17","4-8-5","239","14.06"
"199","Utah Tech","17","4-7-6","240","14.12"
"200","Creighton","16","8-4-4","227","14.19"
"201","Syracuse","20","9-8-3","285","14.25"
"202","Princeton","19","15-2-2","272","14.32"
"203","Robert Morris","17","6-4-7","244","14.35"
"204","CSU Bakersfield","17","3-11-3","246","14.47"
"205","NIU","17","8-5-4","247","14.53"
"206","UC Santa Barbara","20","7-5-8","291","14.55"
"207","Hofstra","20","14-5-1","293","14.65"
"208","Old Dominion","18","5-5-8","269","14.94"
"209","California Baptist","17","10-4-3","255","15.00"
"210","DePaul","17","2-8-7","261","15.35"
Reclassifying
"NR","New Haven","16","5-5-6","166","10.38"
"NR","Mercyhurst","17","3-10-4","217","12.76"
"NR","Le Moyne","17","5-10-2","226","13.29"

NCAA Men's Soccer
Division IAssists Per Game
Through Games 12/15/2025


"Rank","Name","Assists","W-L","Team Games","Per Game"
"1","Oregon St.","60","10-5-2","17","3.53"
"2","Maryland","60","13-2-4","19","3.16"
"3","Delaware","49","12-2-3","17","2.88"
"4","Portland","55","14-2-4","20","2.75"
"5","North Florida","51","12-5-2","19","2.68"
"6","Virginia","48","12-2-5","19","2.53"
"7","Furman","57","16-2-5","23","2.48"
"8","Vermont","49","14-1-5","20","2.45"
"9","UIC","44","10-3-5","18","2.44"
"10","UCLA","46","8-6-5","19","2.42"
"","Indiana","46","12-6-1","19","2.42"
"12","Georgetown","53","14-4-4","22","2.41"
"13","High Point","47","14-2-4","20","2.35"
"14","Washington","56","16-6-2","24","2.33"
"","Lindenwood","49","14-3-4","21","2.33"
"","UConn","49","12-5-4","21","2.33"
"","Fla. Atlantic","42","12-4-2","18","2.33"
"18","Hofstra","46","14-5-1","20","2.30"
"19","NC State","52","16-3-4","23","2.26"
"20","Charlotte","36","8-4-4","16","2.25"
"21","West Virginia","46","13-5-3","21","2.19"
"22","Iona","39","9-4-5","18","2.17"
"23","Duke","43","10-4-6","20","2.15"
"24","UCF","44","11-7-3","21","2.10"
"","Akron","44","13-5-3","21","2.10"
"26","Utah Valley","31","8-4-3","15","2.07"
"27","Clemson","35","8-6-3","17","2.06"
"28","Stony Brook","39","9-5-5","19","2.05"
"","San Diego","39","13-3-3","19","2.05"
"30","Old Dominion","36","5-5-8","18","2.00"
"","George Mason","32","7-6-3","16","2.00"
"","Robert Morris","34","6-4-7","17","2.00"
"","Wake Forest","34","7-4-6","17","2.00"
"34","Denver","43","12-7-3","22","1.95"
"35","Liberty","39","9-5-6","20","1.95"
"36","Bryant","42","17-2-3","22","1.91"
"37","Cornell","38","14-4-2","20","1.90"
"","Michigan","38","12-4-4","20","1.90"
"39","Gardner-Webb","34","13-3-2","18","1.89"
"40","South Fla.","32","9-3-5","17","1.88"
"41","Kansas City","39","12-4-5","21","1.86"
"42","SMU","37","11-5-4","20","1.85"
"","San Jose St.","37","12-4-4","20","1.85"
"","North Carolina","37","9-5-6","20","1.85"
"45","Boston U.","33","10-8","18","1.83"
"46","Grand Canyon","42","14-4-5","23","1.83"
"47","Seattle U","31","4-7-6","17","1.82"
"48","Duquesne","29","8-6-2","16","1.81"
"49","Lehigh","36","9-5-6","20","1.80"
"50","Milwaukee","34","4-7-8","19","1.79"
"","Siena","34","9-5-5","19","1.79"
"52","LMU (CA)","32","5-6-7","18","1.78"
"53","Northwestern","30","8-6-3","17","1.76"
"","NIU","30","8-5-4","17","1.76"
"","Penn","30","8-5-4","17","1.76"
"56","Campbell","35","10-6-4","20","1.75"
"","Wisconsin","28","8-8","16","1.75"
"58","FDU","36","13-5-3","21","1.71"
"59","California Baptist","29","10-4-3","17","1.71"
"60","UNC Greensboro","39","12-5-6","23","1.70"
"61","Marist","27","8-4-4","16","1.69"
"62","Purdue Fort Wayne","28","8-3-6","17","1.65"
"","Boston College","28","7-9-1","17","1.65"
"64","Cleveland St.","31","9-4-6","19","1.63"
"65","Marquette","26","7-7-2","16","1.63"
"66","Dayton","29","8-2-8","18","1.61"
"67","UAB","24","6-7-2","15","1.60"
"68","La Salle","27","4-5-8","17","1.59"
"","Bellarmine","27","8-4-5","17","1.59"
"70","St. John's (NY)","30","9-6-4","19","1.58"
"","Wofford","30","6-11-2","19","1.58"
"","Princeton","30","15-2-2","19","1.58"
"","Houston Christian","30","11-5-3","19","1.58"
"74","Virginia Tech","25","7-4-5","16","1.56"
"75","Santa Clara","28","6-5-7","18","1.56"
"","Mercer","28","5-9-4","18","1.56"
"","Bucknell","28","9-4-5","18","1.56"
"78","Harvard","26","6-6-5","17","1.53"
"79","Seton Hall","29","7-4-8","19","1.53"
"80","Longwood","24","3-8-5","16","1.50"
"","Sacred Heart","27","9-4-5","18","1.50"
"82","UAlbany","25","5-6-6","17","1.47"
"","UC Riverside","25","4-9-4","17","1.47"
"","Belmont","25","8-3-6","17","1.47"
"85","Memphis","22","4-8-3","15","1.47"
"86","Loyola Chicago","23","4-5-7","16","1.44"
"87","FIU","27","7-9-3","19","1.42"
"88","Rutgers","24","8-6-3","17","1.41"
"","Utah Tech","24","4-7-6","17","1.41"
"90","Notre Dame","28","9-7-4","20","1.40"
"","Stanford","28","14-4-2","20","1.40"
"","St. Bonaventure","21","3-9-3","15","1.40"
"93","Fordham","25","8-6-4","18","1.39"
"","American","25","8-8-2","18","1.39"
"","Pittsburgh","25","6-7-5","18","1.39"
"96","Marshall","29","12-4-5","21","1.38"
"97","Monmouth","22","5-8-3","16","1.38"
"98","Coastal Carolina","19","3-9-2","14","1.36"
"99","Ga. Southern","24","13-4-1","18","1.33"
"","Fairfield","24","8-5-5","18","1.33"
"","Columbia","20","3-8-4","15","1.33"
"","UC Irvine","28","11-4-6","21","1.33"
"","Green Bay","24","9-7-2","18","1.33"
"","Pacific","24","4-14","18","1.33"
"105","Davidson","25","9-7-3","19","1.32"
"106","UNCW","21","5-9-2","16","1.31"
"","Niagara","21","8-7-1","16","1.31"
"","Ohio St.","21","6-10","16","1.31"
"","Providence","21","6-7-3","16","1.31"
"","Manhattan","21","4-8-4","16","1.31"
"111","Drake","22","8-2-7","17","1.29"
"112","Holy Cross","23","4-8-6","18","1.28"
"","South Carolina","23","7-9-2","18","1.28"
"","Villanova","23","7-6-5","18","1.28"
"","Saint Francis","23","8-9-1","18","1.28"
"116","Northeastern","19","4-7-4","15","1.27"
"117","Merrimack","20","4-9-3","16","1.25"
"","Cal Poly","25","9-6-5","20","1.25"
"","Cal St. Fullerton","25","8-6-6","20","1.25"
"","Creighton","20","8-4-4","16","1.25"
"","UNC Asheville","20","7-7-2","16","1.25"
"","Missouri St.","20","6-6-4","16","1.25"
"123","San Francisco","21","10-6-1","17","1.24"
"","Rhode Island","21","4-8-5","17","1.24"
"","Penn St.","21","5-8-4","17","1.24"
"","Massachusetts","21","6-5-6","17","1.24"
"","UMBC","21","6-6-5","17","1.24"
"","Louisville","21","5-7-5","17","1.24"
"129","Western Mich.","27","8-10-4","22","1.23"
"130","Georgia St.","22","4-8-6","18","1.22"
"131","Elon","23","9-3-7","19","1.21"
"","USC Upstate","23","5-11-3","19","1.21"
"133","Presbyterian","24","7-8-5","20","1.20"
"134","Omaha","19","3-9-4","16","1.19"
"","Central Ark.","19","4-10-2","16","1.19"
"","Michigan St.","19","5-8-3","16","1.19"
"","Drexel","19","4-6-6","16","1.19"
"138","Col. of Charleston","20","6-8-3","17","1.18"
"139","LIU","21","8-3-7","18","1.17"
"","California","21","8-8-2","18","1.17"
"141","Kentucky","22","10-4-5","19","1.16"
"142","Evansville","23","7-5-8","20","1.15"
"143","UNLV","18","4-6-6","16","1.13"
"","Gonzaga","18","5-8-3","16","1.13"
"145","VCU","19","6-6-5","17","1.12"
"146","Quinnipiac","20","7-10-1","18","1.11"
"","Oakland","20","3-9-6","18","1.11"
"148","UC Santa Barbara","22","7-5-8","20","1.10"
"149","Xavier","16","5-6-4","15","1.07"
"150","Saint Peter's","17","4-10-2","16","1.06"
"","FGCU","17","6-7-3","16","1.06"
"152","Bradley","18","2-9-6","17","1.06"
"","St. Thomas (MN)","18","7-5-5","17","1.06"
"","Southern Ind.","18","2-10-5","17","1.06"
"","IU Indy","18","6-8-3","17","1.06"
"156","Jacksonville","19","6-7-5","18","1.06"
"","San Diego St.","19","7-9-2","18","1.06"
"158","Butler","17","5-10-2","17","1.00"
"","Saint Joseph's","18","6-7-5","18","1.00"
"","Rider","17","2-11-4","17","1.00"
"","Tulsa","18","5-9-4","18","1.00"
"","Radford","17","2-11-4","17","1.00"
"","Navy","18","3-8-7","18","1.00"
"","William & Mary","16","2-10-4","16","1.00"
"","UMass Lowell","18","7-7-4","18","1.00"
"","Bowling Green","17","5-8-4","17","1.00"
"","Syracuse","20","9-8-3","20","1.00"
"168","UC Davis","18","4-9-6","19","0.95"
"169","Army West Point","17","7-6-5","18","0.94"
"170","Canisius","15","5-10-1","16","0.94"
"","Wright St.","15","2-13-1","16","0.94"
"172","Brown","14","6-7-2","15","0.93"
"","ETSU","14","2-9-4","15","0.93"
"174","Saint Louis","22","13-3-8","24","0.92"
"175","SIUE","17","6-11-2","19","0.89"
"176","New Hampshire","16","5-8-5","18","0.89"
"177","Lipscomb","15","2-9-6","17","0.88"
"178","Loyola Maryland","14","3-10-3","16","0.88"
"179","Yale","13","3-9-3","15","0.87"
"180","Howard","15","5-11-2","18","0.83"
"181","George Washington","14","2-11-4","17","0.82"
"182","UTRGV","8","1-7-2","10","0.80"
"183","DePaul","13","2-8-7","17","0.76"
"","CSU Bakersfield","13","3-11-3","17","0.76"
"185","Saint Mary's (CA)","12","2-8-6","16","0.75"
"186","VMI","13","3-12-3","18","0.72"
"","UIW","13","5-7-6","18","0.72"
"188","Dartmouth","10","3-8-3","14","0.71"
"189","Eastern Ill.","12","4-9-4","17","0.71"
"190","Western Ill.","13","5-11-4","20","0.65"
"191","Binghamton","11","4-13","17","0.65"
